DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
04/02/2018,19:00,BRONX,10470,40.902924,-73.85615,"(40.902924, -73.85615)",,,4560      BULLARD AVENUE                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3879232,PASSENGER VEHICLE,PICK-UP TRUCK,,,
04/02/2018,19:00,BROOKLYN,11207,40.654865,-73.881386,"(40.654865, -73.881386)",,,12265     FLATLANDS AVENUE              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3874817,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/02/2018,19:00,BROOKLYN,11222,40.735863,-73.95928,"(40.735863, -73.95928)",,,21        COMMERCIAL STREET             ,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3874148,PASSENGER VEHICLE,,,,
04/02/2018,19:00,QUEENS,11354,40.76027,-73.83049,"(40.76027, -73.83049)",39 AVENUE                       ,MAIN STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3875339,SPORT UTILITY / STATION WAGON,,,,
04/02/2018,19:10,BRONX,10470,40.906384,-73.85167,"(40.906384, -73.85167)",CARPENTER AVENUE                ,EAST 242 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3879233,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,19:15,QUEENS,11354,40.772346,-73.826584,"(40.772346, -73.826584)",29 AVENUE                       ,UNION STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3874131,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/02/2018,19:30,,,40.579437,-74.1088,"(40.579437, -74.1088)",LINCOLN AVENUE                  ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3873996,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,19:30,,,40.655422,-73.95007,"(40.655422, -73.95007)",CLARKSON AVENUE                 ,,,1,0,1,0,0,0,0,0,,,,,,3873980,,,,,
04/02/2018,19:30,,,40.715263,-73.976326,"(40.715263, -73.976326)",FDR DRIVE                       ,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,3874039,TAXI,SPORT UTILITY / STATION WAGON,,,
04/02/2018,19:36,,,40.847897,-73.92499,"(40.847897, -73.92499)",MAJOR DEEGAN EXPRESSWAY         ,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3874775,TAXI,PASSENGER VEHICLE,LL,,
04/02/2018,19:50,QUEENS,11374,40.727383,-73.864105,"(40.727383, -73.864105)",63 DRIVE                        ,AUSTIN STREET,,1,0,0,0,0,0,1,0,,,,,,3875031,,,,,
04/02/2018,19:57,BRONX,10463,40.885082,-73.90365,"(40.885082, -73.90365)",,,3606      TIBBETT AVENUE                ,0,0,0,0,0,0,0,0,Unspecified,,,,,3875110,PASSENGER VEHICLE,,,,
04/02/2018,19:59,BRONX,10462,40.835556,-73.86203,"(40.835556, -73.86203)",WOOD AVENUE                     ,VIRGINIA AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3876982,CONV,,,,
04/02/2018,19:59,MANHATTAN,10032,40.839947,-73.939766,"(40.839947, -73.939766)",,,1130      SAINT NICHOLAS AVENUE         ,0,0,0,0,0,0,0,0,Unspecified,,,,,3874955,SPORT UTILITY / STATION WAGON,,,,
04/02/2018,1:00,,,40.708504,-73.81954,"(40.708504, -73.81954)",VAN WYCK EXPWY                  ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3874029,PASSENGER VEHICLE,,,,
04/02/2018,1:03,BRONX,10460,40.841522,-73.87885,"(40.841522, -73.87885)",EAST 179 STREET                 ,BOSTON ROAD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3874969,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,1:20,BROOKLYN,11249,40.69819,-73.96191,"(40.69819, -73.96191)",CLASSON AVENUE                  ,FLUSHING AVENUE,,1,0,0,0,0,0,1,0,Unspecified,,,,,3873298,TAXI,,,,
04/02/2018,1:29,BROOKLYN,11219,40.628654,-73.99517,"(40.628654, -73.99517)",14 AVENUE                       ,58 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3875350,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,1:30,,,40.730637,-73.87539,"(40.730637, -73.87539)",LONG ISLAND EXPRESSWAY          ,,,2,0,0,0,0,0,2,0,Reaction to Other Uninvolved Vehicle,,,,,3874041,PASSENGER VEHICLE,,,,
04/02/2018,1:40,BROOKLYN,11224,40.578938,-73.98522,"(40.578938, -73.98522)",NEPTUNE AVENUE                  ,WEST 17 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3873574,PASSENGER VEHICLE,,,,
04/02/2018,1:55,BROOKLYN,11236,40.62866,-73.892105,"(40.62866, -73.892105)",SCHENCK STREET                  ,SKIDMORE AVENUE,,0,0,0,0,0,0,0,0,Fell Asleep,Unspecified,,,,3874913,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,20:00,BRONX,10467,40.87289,-73.8807,"(40.87289, -73.8807)",BAINBRIDGE AVENUE               ,EAST MOSHOLU PARKWAY NORTH,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3875508,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,20:00,BROOKLYN,11201,40.70235,-73.98471,"(40.70235, -73.98471)",FRONT STREET                    ,BRIDGE STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3873961,PASSENGER VEHICLE,PICK-UP TRUCK,,,
04/02/2018,20:00,BROOKLYN,11217,40.67995,-73.98133,"(40.67995, -73.98133)",BUTLER STREET                   ,4 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3874128,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,20:00,BROOKLYN,11223,40.591312,-73.966606,"(40.591312, -73.966606)",,,2410      EAST 4 STREET                 ,0,0,0,0,0,0,0,0,,,,,,3874781,,,,,
04/02/2018,20:00,BROOKLYN,11230,40.610443,-73.96246,"(40.610443, -73.96246)",,,1935      CONEY ISLAND AVENUE           ,0,0,0,0,0,0,0,0,Unspecified,,,,,3874790,PASSENGER VEHICLE,,,,
04/02/2018,20:00,MANHATTAN,10034,40.869656,-73.91512,"(40.869656, -73.91512)",,,4036      10 AVENUE                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3874564,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,20:00,MANHATTAN,10011,40.742252,-74.00071,"(40.742252, -74.00071)",8 AVENUE                        ,WEST 18 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3875636,TAXI,BICYCLE,,,
04/02/2018,20:00,QUEENS,11372,40.74662,-73.89359,"(40.74662, -73.89359)",72 STREET                       ,ROOSEVELT AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3874315,SPORT UTILITY / STATION WAGON,,,,
04/02/2018,20:00,,,40.678387,-74.00247,"(40.678387, -74.00247)",GOWANUS RAMP                    ,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3874837,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,20:05,BROOKLYN,11213,40.677868,-73.93742,"(40.677868, -73.93742)",,,1545      ATLANTIC AVENUE               ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3874887,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/02/2018,20:20,,,40.80755,-73.95291,"(40.80755, -73.95291)",WEST 121 STREET                 ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3875337,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,20:21,BROOKLYN,11236,40.640728,-73.90521,"(40.640728, -73.90521)",FLATLANDS AVENUE                ,EAST 91 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3874908,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
04/02/2018,20:26,,,40.79676,-73.9451,"(40.79676, -73.9451)",PARK AVENUE                     ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3875048,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,20:27,BRONX,10467,40.885616,-73.879074,"(40.885616, -73.879074)",,,3604      JEROME AVENUE                 ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3875725,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,20:28,BRONX,10458,40.865925,-73.88594,"(40.865925, -73.88594)",WEBSTER AVENUE                  ,EAST 198 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3875731,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,20:28,BROOKLYN,11237,40.701168,-73.91997,"(40.701168, -73.91997)",,,250       STANHOPE STREET               ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3874093,SPORT UTILITY / STATION WAGON,TK,,,
04/02/2018,20:34,,,40.87254,-73.8837,"(40.87254, -73.8837)",EAST 202 STREET                 ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3875739,PASSENGER VEHICLE,,,,
04/02/2018,20:40,BROOKLYN,11214,40.600098,-74.0027,"(40.600098, -74.0027)",,,2002      CROPSEY AVENUE                ,0,0,0,0,0,0,0,0,Unspecified,,,,,3874006,PASSENGER VEHICLE,,,,
04/02/2018,20:45,BROOKLYN,11219,40.633556,-73.99724,"(40.633556, -73.99724)",54 STREET                       ,12 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3875407,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,20:45,QUEENS,11422,40.654,-73.74559,"(40.654, -73.74559)",,,239-08    148 ROAD                      ,0,0,0,0,0,0,0,0,Unspecified,,,,,3874075,PASSENGER VEHICLE,,,,
04/02/2018,20:49,STATEN ISLAND,10314,40.619083,-74.119705,"(40.619083, -74.119705)",DRAKE AVENUE                    ,FAIRVIEW AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3874046,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,20:50,QUEENS,11354,40.76616,-73.82091,"(40.76616, -73.82091)",146 STREET                      ,35 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Backing Unsafely,,,,3874132,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/02/2018,20:50,,,40.839146,-73.85896,"(40.839146, -73.85896)",METROPOLITAN OVAL               ,METROPOLITAN AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3876984,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/02/2018,20:52,MANHATTAN,10065,40.761486,-73.96062,"(40.761486, -73.96062)",EAST 62 STREET                  ,1 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3874037,SPORT UTILITY / STATION WAGON,TAXI,,,
04/02/2018,20:59,BRONX,10467,40.881073,-73.878494,"(40.881073, -73.878494)",EAST GUN HILL ROAD              ,BAINBRIDGE AVENUE,,0,0,0,0,0,0,0,0,,,,,,3876555,SPORT UTILITY / STATION WAGON,TAXI,,,
04/02/2018,21:00,BROOKLYN,11217,40.679054,-73.981064,"(40.679054, -73.981064)",,,359       DOUGLASS STREET               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3875175,BICYCLE,SPORT UTILITY / STATION WAGON,,,
04/02/2018,21:00,,,40.89466,-73.86137,"(40.89466, -73.86137)",EAST 233 STREET                 ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3873975,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/02/2018,21:15,STATEN ISLAND,10306,40.57201,-74.146996,"(40.57201, -74.146996)",RICHMOND ROAD                   ,ARTHUR KILL ROAD,,1,0,0,0,0,0,1,0,Illness,Unspecified,,,,3874681,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,21:20,QUEENS,11355,40.761375,-73.81045,"(40.761375, -73.81045)",155 STREET                      ,SANFORD AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3874133,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,21:25,BROOKLYN,11215,40.672703,-73.98137,"(40.672703, -73.98137)",,,412       2 STREET                      ,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,3874135,BICYCLE,,,,
04/02/2018,21:30,BROOKLYN,11206,40.695065,-73.93872,"(40.695065, -73.93872)",,,756       WILLOUGHBY AVENUE             ,0,0,0,0,0,0,0,0,,,,,,3874630,,,,,
04/02/2018,21:30,BROOKLYN,11214,40.583664,-73.98656,"(40.583664, -73.98656)",CROPSEY AVENUE                  ,BAY 52 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3875243,PASSENGER VEHICLE,,,,
04/02/2018,21:45,STATEN ISLAND,10309,40.526264,-74.20153,"(40.526264, -74.20153)",SEGUINE AVENUE                  ,AMBOY ROAD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3877111,SPORT UTILITY / STATION WAGON,,,,
04/02/2018,21:45,,,40.61244,-74.132454,"(40.61244, -74.132454)",,,2071      VICTORY BOULEVARD             ,0,0,0,0,0,0,0,0,Unspecified,,,,,3874270,SPORT UTILITY / STATION WAGON,Gas T,,,
04/02/2018,21:50,MANHATTAN,10019,40.765114,-73.974945,"(40.765114, -73.974945)",,,50        CENTRAL PARK SOUTH            ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3874061,PASSENGER VEHICLE,TAXI,,,
04/02/2018,21:58,BROOKLYN,11230,40.62407,-73.9612,"(40.62407, -73.9612)",,,1044      EAST 15 STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3874251,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,22:00,QUEENS,11354,40.769722,-73.83473,"(40.769722, -73.83473)",,,30-23     STRATTON STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3874129,PASSENGER VEHICLE,,,,
04/02/2018,22:00,QUEENS,11385,40.691433,-73.89063,"(40.691433, -73.89063)",VERMONT PLACE                   ,CYPRESS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3874002,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,22:00,QUEENS,11365,40.731785,-73.81082,"(40.731785, -73.81082)",,,70-20     PARSONS BOULEVARD             ,2,0,0,0,0,0,2,0,Unspecified,,,,,3874035,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/02/2018,22:10,,,40.746902,-73.834694,"(40.746902, -73.834694)",COLLEGE POINT BOULEVARD         ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3874139,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,22:20,,,40.744846,-73.835686,"(40.744846, -73.835686)",COLLEGE POINT BOULEVARD         ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3874134,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,22:25,BROOKLYN,11203,40.659416,-73.93512,"(40.659416, -73.93512)",,,108       EAST 46 STREET                ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3873979,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,22:25,BROOKLYN,11237,40.709393,-73.9219,"(40.709393, -73.9219)",FLUSHING AVENUE                 ,JOHNSON AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Other Vehicular,,,,3875053,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,22:30,,,40.682564,-73.776184,"(40.682564, -73.776184)",MARSDEN STREET                  ,,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,,,,,3874027,PASSENGER VEHICLE,,,,
04/02/2018,22:32,BROOKLYN,11234,40.618347,-73.93722,"(40.618347, -73.93722)",,,1562      RYDER STREET                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3874803,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,22:40,QUEENS,11411,40.696617,-73.73227,"(40.696617, -73.73227)",115 ROAD                        ,227 STREET,,5,0,0,0,0,0,5,0,Driver Inattention/Distraction,Alcohol Involvement,Unspecified,Unspecified,,3875705,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
04/02/2018,23:07,BRONX,10472,40.825394,-73.883286,"(40.825394, -73.883286)",BRONX RIVER AVENUE              ,WATSON AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3876987,SPORT UTILITY / STATION WAGON,,,,
04/02/2018,23:10,BROOKLYN,11249,40.717735,-73.959076,"(40.717735, -73.959076)",,,138       NORTH 6 STREET                ,0,0,0,0,0,0,0,0,Unspecified,,,,,3874495,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,23:15,BRONX,10459,40.820305,-73.89083,"(40.820305, -73.89083)",HUNTS POINT AVENUE              ,BRUCKNER BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3874412,SPORT UTILITY / STATION WAGON,,,,
04/02/2018,23:15,,,40.866673,-73.90896,"(40.866673, -73.90896)",MAJOR DEEGAN EXPRESSWAY         ,,,1,0,0,0,0,0,1,0,Unspecified,,,,,3875722,PASSENGER VEHICLE,,,,
04/02/2018,23:15,,,40.639706,-74.13909,"(40.639706, -74.13909)",NICHOLAS AVENUE                 ,RICHMOND TERRACE,,1,0,1,0,0,0,0,0,Aggressive Driving/Road Rage,,,,,3874080,PASSENGER VEHICLE,,,,
04/02/2018,23:25,,,40.823647,-73.943855,"(40.823647, -73.943855)",EDGECOMBE AVENUE                ,,,0,0,0,0,0,0,0,0,Fell Asleep,Unspecified,Unspecified,Unspecified,Unspecified,3874801,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,TAXI
04/02/2018,23:30,QUEENS,11103,40.758972,-73.91901,"(40.758972, -73.91901)",STEINWAY STREET                 ,BROADWAY,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3875367,SPORT UTILITY / STATION WAGON,,,,
04/02/2018,23:40,MANHATTAN,10019,40.765015,-73.98484,"(40.765015, -73.98484)",,,306       WEST 54 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3874062,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,23:50,,,40.72328,-74.00801,"(40.72328, -74.00801)",HUDSON STREET                   ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3874356,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,2:00,BRONX,10457,40.838196,-73.901184,"(40.838196, -73.901184)",3 AVENUE                        ,CLAREMONT PARKWAY,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3873268,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,2:15,STATEN ISLAND,10304,40.62899,-74.07657,"(40.62899, -74.07657)",,,528       BAY STREET                    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3873981,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,2:31,BROOKLYN,11232,40.646717,-73.99789,"(40.646717, -73.99789)",8 AVENUE                        ,40 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3873400,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/02/2018,2:40,QUEENS,11372,40.756046,-73.88073,"(40.756046, -73.88073)",NORTHERN BOULEVARD              ,87 STREET,,1,0,1,0,0,0,0,0,Illness,Unspecified,,,,3873576,Ambul,PASSENGER VEHICLE,,,
04/02/2018,3:18,BROOKLYN,11208,40.6793,-73.87998,"(40.6793, -73.87998)",,,3123      ATLANTIC AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3873526,PASSENGER VEHICLE,BU,,,
04/02/2018,3:18,,,40.67809,-73.8842,"(40.67809, -73.8842)",ATLANTIC AVENUE                 ,,,0,0,0,0,0,0,0,0,Fell Asleep,Unspecified,,,,3873513,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/02/2018,3:40,BRONX,10451,40.81655,-73.91955,"(40.81655, -73.91955)",EAST 149 STREET                 ,COURTLANDT AVENUE,,4,0,0,0,0,0,4,0,Driver Inattention/Distraction,Unspecified,,,,3874384,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,3:45,BROOKLYN,11249,40.709713,-73.965645,"(40.709713, -73.965645)",SOUTH 8 STREET                  ,BERRY STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,3877538,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,TAXI,,
04/02/2018,3:50,BROOKLYN,11220,40.64606,-74.01648,"(40.64606, -74.01648)",53 STREET                       ,3 AVENUE,,1,0,0,0,0,0,1,0,Fell Asleep,Unspecified,,,,3873401,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,4:24,BROOKLYN,11237,40.70342,-73.926445,"(40.70342, -73.926445)",,,207       KNICKERBOCKER AVENUE          ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3873483,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,4:30,QUEENS,11417,40.677563,-73.85286,"(40.677563, -73.85286)",84 STREET                       ,107 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3874173,SPORT UTILITY / STATION WAGON,,,,
04/02/2018,4:34,STATEN ISLAND,10304,40.624973,-74.08352,"(40.624973, -74.08352)",TARGEE STREET                   ,PURROY PLACE,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,3874032,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
04/02/2018,4:40,QUEENS,11377,40.76432,-73.90275,"(40.76432, -73.90275)",,,24-55     BROOKLYN QUEENS EXPRESSWAY    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3874578,SPORT UTILITY / STATION WAGON,TAXI,TAXI,,
04/02/2018,5:00,,,40.876583,-73.90266,"(40.876583, -73.90266)",ALBANY CRESCENT                 ,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3873833,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,5:30,,,40.694065,-73.85106,"(40.694065, -73.85106)",JAMAICA AVENUE                  ,94 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3873324,PASSENGER VEHICLE,GG,,,
04/02/2018,5:30,,,40.87494,-73.90496,"(40.87494, -73.90496)",MAJOR DEEGAN EXPRESSWAY RAMP    ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3876957,SPORT UTILITY / STATION WAGON,,,,
04/02/2018,5:40,MANHATTAN,10003,40.729557,-73.98991,"(40.729557, -73.98991)",3 AVENUE                        ,SAINT MARKS PLACE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3877308,DS,TAXI,,,
04/02/2018,5:50,,,40.836094,-73.92927,"(40.836094, -73.92927)",UNIVERSITY AVENUE               ,,,0,0,0,0,0,0,0,0,Driverless/Runaway Vehicle,Unspecified,,,,3874652,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,6:00,,,40.73846,-73.80461,"(40.73846, -73.80461)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3874199,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,6:00,,,40.744026,-73.92616,"(40.744026, -73.92616)",QUEENS BOULEVARD                ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,3873986,DS,TAXI,,,
04/02/2018,6:00,BRONX,10469,40.877346,-73.84547,"(40.877346, -73.84547)",BOSTON ROAD                     ,MICKLE AVENUE,,1,0,0,0,0,0,1,0,Pavement Slippery,Unspecified,,,,3873496,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/02/2018,6:02,BROOKLYN,11228,40.609863,-74.009926,"(40.609863, -74.009926)",,,60        BAY 10 STREET                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,3873660,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,6:09,MANHATTAN,10011,40.743427,-73.99613,"(40.743427, -73.99613)",WEST 22 STREET                  ,7 AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3874515,TK,,,,
04/02/2018,6:10,,,40.829185,-73.928764,"(40.829185, -73.928764)",MACOMBS DAM BRIDGE              ,,,1,0,0,0,0,0,1,0,Following Too Closely,Pavement Slippery,,,,3876090,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,6:10,QUEENS,11101,40.740067,-73.935455,"(40.740067, -73.935455)",31 PLACE                        ,HUNTERS POINT AVENUE,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,3873989,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,6:20,,,40.87054,-73.9059,"(40.87054, -73.9059)",HEATH AVENUE                    ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3873832,PASSENGER VEHICLE,,,,
04/02/2018,6:30,,,40.692616,-73.821526,"(40.692616, -73.821526)",125 STREET                      ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3874051,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,6:30,,,40.693657,-73.983604,"(40.693657, -73.983604)",MYRTLE AVENUE                   ,DUFFIELD STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3873878,SPORT UTILITY / STATION WAGON,,,,
04/02/2018,6:30,,,40.761353,-73.935394,"(40.761353, -73.935394)",21 STREET                       ,,,1,0,0,0,0,0,1,0,Pavement Slippery,Following Too Closely,Unspecified,,,3874619,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
