DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
04/02/2018,15:40,,,40.845367,-73.94053,"(40.845367, -73.94053)",FORT WASHINGTON AVENUE          ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3874972,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
04/02/2018,15:45,QUEENS,11385,40.701656,-73.88418,"(40.701656, -73.88418)",,,68-02     MYRTLE AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3874004,SPORT UTILITY / STATION WAGON,TK,,,
04/02/2018,15:45,QUEENS,11434,40.68775,-73.79039,"(40.68775, -73.79039)",LINDEN BOULEVARD                ,157 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3874854,PICK-UP TRUCK,PASSENGER VEHICLE,,,
04/02/2018,15:48,QUEENS,11361,40.771526,-73.777214,"(40.771526, -73.777214)",211 STREET                      ,33 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3873971,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,15:50,BROOKLYN,11208,40.680893,-73.871376,"(40.680893, -73.871376)",CRESCENT STREET                 ,GLEN STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3874298,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/02/2018,15:50,BROOKLYN,11217,40.686745,-73.97888,"(40.686745, -73.97888)",,,3         LAFAYETTE AVENUE              ,1,0,0,0,0,0,1,0,Steering Failure,Unspecified,Unspecified,,,3873952,PASSENGER VEHICLE,PICK-UP TRUCK,PASSENGER VEHICLE,,
04/02/2018,15:52,,,40.830845,-73.93154,"(40.830845, -73.93154)",SUMMIT AVENUE                   ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3877953,SPORT UTILITY / STATION WAGON,,,,
04/02/2018,16:00,BRONX,10451,40.822033,-73.91182,"(40.822033, -73.91182)",3 AVENUE                        ,EAST 159 STREET,,0,0,0,0,0,0,0,0,Pavement Slippery,Driver Inattention/Distraction,,,,3874084,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,16:00,BRONX,10457,40.84068,-73.89828,"(40.84068, -73.89828)",FULTON AVENUE                   ,EAST 173 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3874068,PICK-UP TRUCK,,,,
04/02/2018,16:00,QUEENS,11427,40.72992,-73.74243,"(40.72992, -73.74243)",BRADDOCK AVENUE                 ,89 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3874076,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,16:00,,,40.67834,-73.883316,"(40.67834, -73.883316)",ATLANTIC AVENUE                 ,LINWOOD STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3874830,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,16:00,,,40.666435,-73.7628,"(40.666435, -73.7628)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3874078,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,16:00,,,40.745823,-73.77242,"(40.745823, -73.77242)",CLEARVIEW EXPRESSWAY            ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3873936,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,16:00,,,40.885784,-73.81496,"(40.885784, -73.81496)",NEW ENGLAND THRUWAY             ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3873923,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
04/02/2018,16:00,,,40.825905,-73.87951,"(40.825905, -73.87951)",WATSON AVENUE                   ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3876820,PASSENGER VEHICLE,,,,
04/02/2018,16:05,BRONX,10454,40.809696,-73.91564,"(40.809696, -73.91564)",SAINT ANNS AVENUE               ,EAST 142 STREET,,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,3874082,PASSENGER VEHICLE,,,,
04/02/2018,16:06,BRONX,10454,40.79867,-73.91107,"(40.79867, -73.91107)",,,900       EAST 132 STREET               ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3874083,TR,TAXI,,,
04/02/2018,16:10,,,40.82842,-73.86068,"(40.82842, -73.86068)",WHITE PLAINS ROAD               ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3876810,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,16:13,BRONX,10462,40.85366,-73.86774,"(40.85366, -73.86774)",WHITE PLAINS ROAD               ,MARAN PLACE,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3874110,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,16:15,,,40.855972,-73.869896,"(40.855972, -73.869896)",BOSTON ROAD                     ,BRONX PARK EAST,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3874109,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,16:15,,,40.851616,-73.92165,"(40.851616, -73.92165)",MAJOR DEEGAN EXPRESSWAY         ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3874884,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,16:15,,,40.73539,-73.99828,"(40.73539, -73.99828)",WEST 11 STREET                  ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3874572,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/02/2018,16:23,BRONX,10467,40.875668,-73.8692,"(40.875668, -73.8692)",,,3428      BARKER AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,3874349,PASSENGER VEHICLE,,,,
04/02/2018,16:24,,,40.80522,-73.93214,"(40.80522, -73.93214)",HARLEM RIVER DRIVE              ,,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,3873921,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
04/02/2018,16:25,BRONX,10457,40.846436,-73.89352,"(40.846436, -73.89352)",,,599       EAST TREMONT AVENUE           ,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3874968,SPORT UTILITY / STATION WAGON,TK,,,
04/02/2018,16:28,BROOKLYN,11230,40.61562,-73.95959,"(40.61562, -73.95959)",EAST 15 STREET                  ,AVENUE N,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3875931,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,16:30,BRONX,10454,40.811554,-73.92469,"(40.811554, -73.92469)",,,310       EAST 140 STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3874088,PASSENGER VEHICLE,,,,
04/02/2018,16:30,MANHATTAN,10004,40.706657,-74.015915,"(40.706657, -74.015915)",WEST STREET                     ,MORRIS STREET,,0,0,0,0,0,0,0,0,,,,,,3874603,PASSENGER VEHICLE,TAXI,,,
04/02/2018,16:30,MANHATTAN,10018,40.759514,-73.99926,"(40.759514, -73.99926)",11 AVENUE                       ,WEST 40 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3875632,PASSENGER VEHICLE,,,,
04/02/2018,16:30,MANHATTAN,10018,40.75428,-73.99255,"(40.75428, -73.99255)",,,302       WEST 37 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3874615,TK,TAXI,,,
04/02/2018,16:30,QUEENS,11416,40.68816,-73.848854,"(40.68816, -73.848854)",ATLANTIC AVENUE                 ,WOODHAVEN BOULEVARD,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Driver Inexperience,,,,3874049,PASSENGER VEHICLE,TK,,,
04/02/2018,16:30,,,40.810627,-73.95828,"(40.810627, -73.95828)",AMSTERDAM AVENUE                ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3874321,SPORT UTILITY / STATION WAGON,,,,
04/02/2018,16:30,,,40.70753,-73.96443,"(40.70753, -73.96443)",BEDFORD AVENUE                  ,DIVISION AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3876978,PICK-UP TRUCK,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
04/02/2018,16:34,,,40.846165,-73.929146,"(40.846165, -73.929146)",HARLEM RIVER DRIVE              ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3874958,CONV,SPORT UTILITY / STATION WAGON,,,
04/02/2018,16:34,,,40.686916,-73.97737,"(40.686916, -73.97737)",LAFAYETTE AVENUE                ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3873948,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,16:39,QUEENS,11373,40.733967,-73.87177,"(40.733967, -73.87177)",,,90-15     QUEENS BOULEVARD              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3874063,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,16:45,BROOKLYN,11225,40.655632,-73.95987,"(40.655632, -73.95987)",FLATBUSH AVENUE                 ,PARKSIDE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3875927,PASSENGER VEHICLE,,,,
04/02/2018,16:45,QUEENS,11432,40.707718,-73.80078,"(40.707718, -73.80078)",,,88-19     161 STREET                    ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3874749,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,16:45,BROOKLYN,11239,40.647728,-73.881294,"(40.647728, -73.881294)",,,125       SCHROEDERS AVENUE             ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3874821,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,16:45,QUEENS,11365,40.73663,-73.801025,"(40.73663, -73.801025)",168 STREET                      ,65 AVENUE,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,,,,3873966,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/02/2018,16:47,BRONX,10469,40.86224,-73.83096,"(40.86224, -73.83096)",,,2000      EAST GUN HILL ROAD            ,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3874108,TAXI,PASSENGER VEHICLE,,,
04/02/2018,16:47,BROOKLYN,11207,40.68305,-73.90684,"(40.68305, -73.90684)",,,1492      BUSHWICK AVENUE               ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3874087,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/02/2018,16:50,BRONX,10460,40.843555,-73.8874,"(40.843555, -73.8874)",,,822       EAST TREMONT AVENUE           ,0,0,0,0,0,0,0,0,Illness,,,,,3874923,PASSENGER VEHICLE,,,,
04/02/2018,16:50,BROOKLYN,11209,40.6228,-74.02836,"(40.6228, -74.02836)",86 STREET                       ,4 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3874745,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,16:50,QUEENS,11435,40.698997,-73.80275,"(40.698997, -73.80275)",,,95-30     150 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,,,,,3874746,SPORT UTILITY / STATION WAGON,,,,
04/02/2018,16:55,STATEN ISLAND,10305,40.586105,-74.09109,"(40.586105, -74.09109)",SEAVIEW AVENUE                  ,SIMPSON STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3873992,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,17:00,BRONX,10466,40.90365,-73.8461,"(40.90365, -73.8461)",,,4615      WILDER AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,3874355,PK,,,,
04/02/2018,17:00,BROOKLYN,11222,40.725372,-73.951965,"(40.725372, -73.951965)",,,87        NORMAN AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,3874145,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,17:00,QUEENS,11101,40.748924,-73.937386,"(40.748924, -73.937386)",QUEENS BOULEVARD                ,JACKSON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3873985,VN,PASSENGER VEHICLE,,,
04/02/2018,17:00,QUEENS,11373,40.73834,-73.88562,"(40.73834, -73.88562)",,,78-01     QUEENS BOULEVARD              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3874059,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,17:00,QUEENS,11374,40.711597,-73.85819,"(40.711597, -73.85819)",TROTTING COURSE LANE            ,METROPOLITAN AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3874107,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,17:00,,,40.701813,-73.80888,"(40.701813, -73.80888)",146 STREET                      ,JAMAICA AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3874750,PASSENGER VEHICLE,,,,
04/02/2018,17:00,,,40.84708,-73.86836,"(40.84708, -73.86836)",AMETHYST STREET                 ,RHINELANDER AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3878493,SPORT UTILITY / STATION WAGON,,,,
04/02/2018,17:00,,,40.836617,-73.87377,"(40.836617, -73.87377)",BRONX RIVER PARKWAY             ,,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Driver Inattention/Distraction,,,,3874038,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,17:00,,,40.836384,-73.824524,"(40.836384, -73.824524)",BRUCKNER EXPRESSWAY             ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3874327,DS,,,,
04/02/2018,17:00,,,40.757366,-73.95574,"(40.757366, -73.95574)",QUEENSBORO BRIDGE UPPER         ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3873984,TAXI,SPORT UTILITY / STATION WAGON,,,
04/02/2018,17:00,,,40.60071,-74.19508,"(40.60071, -74.19508)",SOUTH AVENUE                    ,MEREDITH AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3873974,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,17:05,QUEENS,11375,40.711823,-73.83612,"(40.711823, -73.83612)",UNION TURNPIKE                  ,MARKWOOD ROAD,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3874323,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,17:05,,,40.83968,-73.929276,"(40.83968, -73.929276)",MAJOR DEEGAN EXPRESSWAY         ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Following Too Closely,,,,3874654,PASSENGER VEHICLE,TT,,,
04/02/2018,17:10,BRONX,10453,40.850132,-73.91162,"(40.850132, -73.91162)",WEST 177 STREET                 ,DAVIDSON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3874689,PASSENGER VEHICLE,,,,
04/02/2018,17:10,MANHATTAN,10027,40.811005,-73.950584,"(40.811005, -73.950584)",,,2353      8 AVENUE                      ,0,0,0,0,0,0,0,0,Unspecified,,,,,3875334,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,17:15,BROOKLYN,11235,40.59076,-73.96062,"(40.59076, -73.96062)",,,2695      CONEY ISLAND AVENUE           ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3874345,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,17:15,MANHATTAN,10033,40.848118,-73.93089,"(40.848118, -73.93089)",AMSTERDAM AVENUE                ,WEST 181 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3874560,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,17:15,QUEENS,11434,40.67002,-73.78312,"(40.67002, -73.78312)",ROCKAWAY BOULEVARD              ,134 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3874025,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
04/02/2018,17:18,QUEENS,11415,40.709644,-73.834816,"(40.709644, -73.834816)",ABINGDON ROAD                   ,PARK LANE SOUTH,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3874045,PASSENGER VEHICLE,,,,
04/02/2018,17:20,STATEN ISLAND,10306,40.572132,-74.10809,"(40.572132, -74.10809)",HYLAN BOULEVARD                 ,BURBANK AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3874651,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,17:24,MANHATTAN,10034,40.866623,-73.92423,"(40.866623, -73.92423)",,,4845      BROADWAY                      ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3874559,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/02/2018,17:25,BROOKLYN,11231,40.674625,-74.00772,"(40.674625, -74.00772)",LORRAINE STREET                 ,COLUMBIA STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3874832,TK,SPORT UTILITY / STATION WAGON,,,
04/02/2018,17:25,QUEENS,11691,40.606743,-73.75656,"(40.606743, -73.75656)",CHANDLER STREET                 ,DIX AVENUE,,0,0,0,0,0,0,0,0,Cell Phone (hand-held),Unspecified,,,,3874070,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/02/2018,17:30,BROOKLYN,11208,40.67314,-73.86945,"(40.67314, -73.86945)",CRESCENT STREET                 ,SUTTER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3874824,PASSENGER VEHICLE,,,,
04/02/2018,17:30,BROOKLYN,11208,40.68228,-73.877945,"(40.68228, -73.877945)",FORCE TUBE AVENUE               ,LOGAN STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3874816,PASSENGER VEHICLE,,,,
04/02/2018,17:30,BROOKLYN,11226,40.65344,-73.95278,"(40.65344, -73.95278)",,,728       ROGERS AVENUE                 ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3874291,PASSENGER VEHICLE,TK,,,
04/02/2018,17:40,MANHATTAN,10028,40.777542,-73.957016,"(40.777542, -73.957016)",EAST 83 STREET                  ,LEXINGTON AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3874123,TAXI,,,,
04/02/2018,17:50,,,40.72696,-73.846535,"(40.72696, -73.846535)",108 STREET                      ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3874065,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,17:57,BRONX,10462,40.84594,-73.86538,"(40.84594, -73.86538)",,,1812      HUNT AVENUE                   ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3874112,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,18:00,BROOKLYN,11203,40.65578,-73.943954,"(40.65578, -73.943954)",,,470       CLARKSON AVENUE               ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3874290,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/02/2018,18:00,BROOKLYN,11207,40.67526,-73.89675,"(40.67526, -73.89675)",,,106       PENNSYLVANIA AVENUE           ,0,0,0,0,0,0,0,0,Unspecified,,,,,3874820,PASSENGER VEHICLE,,,,
04/02/2018,18:00,BROOKLYN,11221,40.688564,-73.93019,"(40.688564, -73.93019)",GATES AVENUE                    ,REID AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3873939,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,18:00,QUEENS,11372,40.754627,-73.87643,"(40.754627, -73.87643)",,,91-10     34 AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,3874313,SPORT UTILITY / STATION WAGON,,,,
04/02/2018,18:00,QUEENS,11432,40.71379,-73.79188,"(40.71379, -73.79188)",MAYFIELD ROAD                   ,KINGSTON PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3873965,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,18:00,,,40.83648,-73.897736,"(40.83648, -73.897736)",CLAREMONT PARKWAY               ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3874055,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,18:00,,,40.738194,-73.8492,"(40.738194, -73.8492)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3873968,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,18:00,BROOKLYN,11235,40.5839,-73.93874,"(40.5839, -73.93874)",EMMONS AVENUE                   ,NOSTRAND AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3875379,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,18:05,BRONX,10466,40.900833,-73.846725,"(40.900833, -73.846725)",CAMP STREET                     ,BAYCHESTER AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3875027,PASSENGER VEHICLE,TAXI,PASSENGER VEHICLE,,
04/02/2018,18:05,BROOKLYN,11205,40.696934,-73.9585,"(40.696934, -73.9585)",,,79        FRANKLIN AVENUE               ,4,0,0,0,0,0,4,0,Following Too Closely,Unspecified,,,,3874533,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,18:06,BROOKLYN,11223,40.600864,-73.9614,"(40.600864, -73.9614)",,,2308      CONEY ISLAND AVENUE           ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3874347,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,18:10,BRONX,10467,40.879803,-73.878914,"(40.879803, -73.878914)",,,3400      BAINBRIDGE AVENUE             ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3875726,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,18:10,QUEENS,11103,40.760185,-73.9147,"(40.760185, -73.9147)",43 STREET                       ,31 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3874592,PASSENGER VEHICLE,,,,
04/02/2018,18:10,QUEENS,11419,40.689476,-73.82769,"(40.689476, -73.82769)",101 AVENUE                      ,117 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3874048,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/02/2018,18:10,,,40.604618,-74.02771,"(40.604618, -74.02771)",BELT PARKWAY                    ,,,1,0,0,0,0,0,1,0,Reaction to Other Uninvolved Vehicle,,,,,3874648,SPORT UTILITY / STATION WAGON,,,,
04/02/2018,18:20,QUEENS,11385,40.705376,-73.868614,"(40.705376, -73.868614)",80 STREET                       ,78 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3874001,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,18:29,MANHATTAN,10028,40.777874,-73.95175,"(40.777874, -73.95175)",EAST 86 STREET                  ,2 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Reaction to Other Uninvolved Vehicle,,,,3874866,TAXI,TAXI,,,
04/02/2018,18:30,BROOKLYN,11226,40.643776,-73.95786,"(40.643776, -73.95786)",,,1088      FLATBUSH AVENUE               ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3874254,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/02/2018,18:30,BROOKLYN,11235,40.579754,-73.957855,"(40.579754, -73.957855)",,,113       BRIGHTON 11 STREET            ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3875239,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,18:30,MANHATTAN,10024,40.78818,-73.9682,"(40.78818, -73.9682)",,,17        WEST 90 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Backing Unsafely,,,,3874335,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,18:38,BRONX,10468,40.867554,-73.901634,"(40.867554, -73.901634)",,,2636      UNIVERSITY AVENUE             ,0,0,0,0,0,0,0,0,Unspecified,,,,,3875740,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,18:42,MANHATTAN,10028,40.777874,-73.95175,"(40.777874, -73.95175)",EAST 86 STREET                  ,2 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3874475,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,18:45,BRONX,10453,40.84843,-73.91299,"(40.84843, -73.91299)",DAVIDSON AVENUE                 ,WEST 176 STREET,,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,3874777,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/02/2018,18:45,QUEENS,11427,40.72364,-73.755775,"(40.72364, -73.755775)",HILLSIDE AVENUE                 ,211 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3873969,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,18:45,,,40.79191,-73.94151,"(40.79191, -73.94151)",2 AVENUE                        ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3875671,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,18:50,MANHATTAN,10036,40.757965,-73.98754,"(40.757965, -73.98754)",,,240       WEST 44 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3873972,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,18:50,,,40.759018,-73.855156,"(40.759018, -73.855156)",GRAND CENTRAL PKWY              ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3874311,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,18:57,MANHATTAN,10025,40.80682,-73.96106,"(40.80682, -73.96106)",WEST 116 STREET                 ,AMSTERDAM AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Following Too Closely,,,,3874322,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
